employee_id,age,gender,marital_status,attrition,business_travel,over_time,distance_from_home,education_level,job_level,num_companies_worked,total_working_years,years_at_company,years_in_current_role,years_since_last_promotion,years_with_curr_manager,training_times_last_year,department_id,job_role_id,education_field_id
1549,33,Male,Married,No,Travel_Rarely,Yes,28,4,2,1,15,15,14,5,7,3,2,3,2
1550,40,Male,Single,No,Travel_Rarely,Yes,6,2,4,1,21,21,7,7,7,2,1,4,4
1551,24,Male,Divorced,No,Travel_Rarely,No,21,2,1,0,2,1,1,0,0,3,2,3,6
1552,40,Male,Divorced,No,Non-Travel,Yes,8,2,2,3,8,2,2,2,2,2,2,1,2
1553,45,Male,Divorced,No,Travel_Rarely,No,1,4,3,1,10,10,8,7,7,4,2,1,6
1554,35,Female,Married,No,Travel_Rarely,No,28,4,1,0,6,5,3,4,2,5,3,9,2
1555,32,Female,Married,No,Travel_Rarely,No,5,2,2,3,12,7,1,2,5,2,2,7,2
1556,36,Male,Single,No,Travel_Rarely,Yes,2,4,1,3,7,3,2,1,2,3,3,9,2
1557,48,Female,Divorced,No,Travel_Rarely,No,16,4,2,8,18,8,7,7,7,2,3,8,2
1558,29,Male,Married,No,Travel_Rarely,No,9,3,1,6,5,1,0,0,0,2,2,7,2
1560,33,Male,Married,No,Travel_Rarely,No,8,4,2,2,8,2,2,2,2,6,3,8,2
1562,30,Male,Married,Yes,Travel_Rarely,No,1,3,2,1,10,10,8,6,7,4,3,8,2
1563,38,Male,Married,No,Travel_Frequently,No,10,4,2,3,10,6,3,1,2,2,1,2,1
1564,35,Male,Single,No,Travel_Rarely,No,1,3,1,1,3,3,0,1,2,3,2,3,4
1568,30,Male,Married,No,Travel_Rarely,No,29,4,3,3,9,4,2,1,3,3,3,8,6
1569,35,Female,Divorced,Yes,Travel_Rarely,Yes,2,3,1,1,1,1,0,0,0,2,2,3,2
1572,53,Female,Married,Yes,Travel_Rarely,No,2,5,3,0,34,33,7,1,9,4,2,5,6
1573,38,Male,Married,Yes,Travel_Rarely,No,2,3,2,4,7,5,2,1,4,2,2,5,4
1574,32,Male,Married,No,Non-Travel,No,1,4,2,4,9,6,5,1,2,3,2,7,6
1576,48,Female,Married,No,Travel_Rarely,No,15,4,1,8,10,8,2,7,6,3,2,7,5
1577,34,Male,Single,No,Travel_Rarely,No,7,4,1,1,1,1,0,0,0,4,2,7,4
1578,55,Male,Married,No,Travel_Rarely,No,26,5,5,1,36,36,6,2,13,3,3,4,3
1580,34,Male,Married,No,Travel_Rarely,No,1,4,2,9,9,2,2,2,1,3,2,7,2
1581,26,Female,Married,No,Travel_Rarely,No,3,3,1,1,1,1,0,0,0,5,2,7,2
1582,38,Male,Married,No,Travel_Rarely,No,14,3,2,0,10,9,8,7,7,3,3,8,2
1583,38,Female,Single,No,Travel_Rarely,No,16,3,2,2,8,3,2,1,2,5,3,8,2
1585,36,Female,Single,No,Travel_Rarely,No,1,4,2,6,15,1,0,0,0,5,3,8,2
1586,29,Male,Single,No,Travel_Rarely,Yes,3,1,1,1,10,10,9,1,5,3,2,3,4
1587,35,Female,Single,No,Travel_Rarely,Yes,10,4,2,3,10,5,2,0,4,4,2,1,4
1588,39,Male,Married,No,Travel_Rarely,No,6,3,3,2,11,7,6,7,6,3,3,8,4
1590,29,Male,Divorced,No,Travel_Frequently,No,2,1,2,1,6,6,4,1,3,0,2,1,2
1591,50,Male,Married,No,Travel_Rarely,Yes,9,3,5,4,27,1,0,0,0,2,3,4,3
1592,23,Male,Married,No,Travel_Rarely,No,10,3,1,2,4,2,2,2,2,2,2,7,6
1594,36,Male,Married,No,Travel_Frequently,Yes,6,4,2,3,9,3,2,0,2,3,2,3,2
1595,42,Male,Single,No,Travel_Rarely,No,9,2,5,8,24,1,0,0,1,2,2,4,5
1596,35,Male,Married,No,Travel_Rarely,No,28,3,2,1,10,10,9,6,8,3,2,3,2
1597,34,Male,Married,No,Travel_Frequently,No,10,4,2,1,8,8,2,7,7,3,2,1,6
1598,40,Female,Married,No,Travel_Rarely,No,14,2,2,1,5,5,4,1,2,2,3,8,2
1599,43,Male,Divorced,No,Travel_Rarely,No,27,3,1,5,8,6,4,0,2,0,2,3,6
1601,35,Male,Married,No,Travel_Rarely,No,7,2,1,1,1,1,0,0,1,5,2,3,2
1602,46,Male,Single,No,Travel_Rarely,No,1,4,4,1,27,26,0,0,12,5,3,4,2
1604,28,Male,Married,Yes,Travel_Rarely,Yes,24,3,1,1,1,1,1,0,0,3,2,3,4
1605,22,Female,Married,No,Non-Travel,Yes,26,2,1,1,4,4,2,1,3,2,2,7,5
1606,50,Male,Married,No,Travel_Frequently,Yes,20,5,4,2,32,30,8,12,13,3,2,1,4
1607,32,Female,Married,No,Travel_Rarely,No,5,4,1,3,6,3,2,0,2,3,2,7,5
1608,44,Female,Divorced,No,Travel_Rarely,Yes,7,3,5,0,23,22,7,1,10,4,2,6,4
1609,30,Male,Married,No,Travel_Rarely,No,7,3,1,1,6,6,4,1,1,3,2,7,4
1611,45,Female,Single,No,Travel_Rarely,Yes,5,5,2,1,10,10,7,1,4,3,2,3,4
1612,45,Male,Married,No,Non-Travel,No,26,3,2,1,10,10,7,4,5,2,3,8,3
1613,31,Male,Single,No,Travel_Frequently,No,2,4,2,7,10,5,2,0,3,3,3,8,5
1614,36,Female,Married,No,Travel_Rarely,Yes,12,4,2,9,7,3,2,1,1,2,2,5,2
1615,34,Male,Divorced,No,Travel_Frequently,No,10,4,2,1,9,9,7,7,2,3,2,5,2
1617,49,Female,Married,No,Travel_Rarely,No,25,4,1,1,10,9,6,1,4,3,2,3,2
1618,39,Male,Married,No,Travel_Rarely,No,10,5,2,2,10,7,7,7,7,3,2,5,4
1619,27,Male,Divorced,No,Travel_Rarely,No,19,3,1,1,7,7,7,0,7,3,2,3,5
1621,35,Male,Married,No,Travel_Rarely,No,18,5,2,1,16,16,15,1,10,2,2,7,2
1622,28,Female,Divorced,No,Travel_Rarely,No,27,3,2,0,6,5,3,0,0,5,2,5,4
1623,21,Male,Single,No,Travel_Rarely,No,5,1,1,1,3,2,2,2,2,2,2,7,4
1624,18,Female,Single,Yes,Travel_Frequently,Yes,3,2,1,1,0,0,0,0,0,2,3,9,4
1625,47,Female,Married,No,Travel_Rarely,No,26,4,5,3,27,5,2,1,0,2,1,4,2
1627,39,Male,Divorced,No,Travel_Rarely,No,3,2,2,0,11,10,8,0,7,3,2,3,4
1628,40,Female,Married,No,Travel_Rarely,No,15,3,3,1,18,18,15,14,12,2,2,5,2
1630,35,Female,Married,No,Non-Travel,No,8,4,2,1,15,14,11,2,9,5,2,1,2
1631,37,Male,Married,No,Travel_Rarely,No,19,3,2,3,9,4,3,0,2,2,2,5,2
1633,39,Female,Single,No,Travel_Frequently,No,4,3,2,0,10,9,2,3,8,2,2,5,4
1635,45,Female,Divorced,No,Travel_Rarely,No,2,2,2,1,10,10,7,3,9,3,2,5,5
1638,38,Female,Married,No,Travel_Rarely,Yes,2,2,3,3,10,5,4,0,2,6,2,5,4
1639,35,Male,Married,Yes,Travel_Rarely,No,10,3,3,9,15,13,12,6,0,3,3,8,4
1640,37,Female,Married,No,Travel_Rarely,No,10,3,1,1,8,8,4,7,7,2,2,7,4
1641,40,Female,Single,No,Travel_Rarely,Yes,16,3,3,6,18,4,2,3,3,2,2,5,2
1642,44,Male,Married,No,Travel_Frequently,Yes,1,5,2,4,14,10,7,0,2,3,1,2,1
1644,48,Male,Married,No,Travel_Frequently,No,4,5,4,2,23,2,2,2,2,3,2,4,4
1645,35,Male,Divorced,Yes,Travel_Rarely,Yes,15,2,2,6,7,2,2,2,2,2,3,8,4
1646,24,Female,Single,No,Travel_Frequently,Yes,2,1,1,1,6,6,3,1,3,2,2,7,6
1647,27,Female,Married,No,Travel_Rarely,No,8,3,1,7,5,3,2,0,2,0,2,7,4
1648,27,Male,Single,No,Travel_Frequently,No,2,3,1,2,6,4,2,1,2,0,2,7,4
1649,40,Male,Single,Yes,Travel_Rarely,Yes,7,3,1,3,10,4,2,0,3,3,2,3,2
1650,29,Male,Single,No,Travel_Rarely,No,10,3,2,9,8,5,2,1,4,2,3,8,4
1651,36,Female,Married,No,Travel_Rarely,No,5,4,3,4,9,3,2,0,2,6,2,1,2
1653,25,Male,Divorced,No,Travel_Frequently,No,2,1,2,1,7,7,7,0,7,6,2,5,2
1654,39,Male,Married,No,Travel_Rarely,No,12,3,2,4,7,5,4,1,0,3,2,5,4
1655,49,Female,Married,No,Travel_Rarely,No,22,4,4,3,27,4,2,1,2,2,2,6,5
1656,50,Female,Divorced,No,Travel_Rarely,No,17,5,3,5,19,14,11,1,11,3,2,6,2
1657,20,Female,Single,No,Travel_Rarely,No,2,3,1,1,2,2,2,2,2,3,3,9,4
1658,34,Female,Divorced,No,Travel_Rarely,No,3,3,2,1,11,11,8,7,9,2,2,7,2
1659,36,Male,Single,No,Travel_Rarely,No,7,3,1,2,15,4,3,1,3,4,2,3,2
1661,49,Female,Married,No,Travel_Rarely,Yes,6,1,4,2,30,15,11,2,12,3,2,1,2
1662,36,Female,Married,No,Non-Travel,No,1,4,2,0,4,3,2,1,2,6,2,5,4
1664,36,Male,Divorced,No,Travel_Rarely,No,3,2,2,6,13,5,4,0,4,3,2,1,2
1665,54,Female,Married,No,Travel_Rarely,No,22,5,4,3,36,10,8,4,7,6,2,4,4
1666,43,Male,Married,No,Travel_Rarely,No,15,2,4,1,14,14,10,6,11,3,2,6,2
1667,35,Male,Single,Yes,Travel_Frequently,Yes,12,4,2,3,13,11,9,6,7,2,3,8,5
1668,38,Male,Married,No,Travel_Frequently,No,1,3,2,7,19,13,11,2,9,4,2,7,2
1669,29,Male,Divorced,No,Travel_Rarely,Yes,5,3,2,1,10,10,0,0,9,3,3,8,4
1670,33,Male,Divorced,No,Travel_Rarely,No,2,4,2,1,6,6,2,0,4,5,3,8,4
1671,32,Male,Divorced,No,Travel_Rarely,No,2,3,2,0,10,9,5,1,6,4,2,7,4
1673,31,Female,Married,No,Travel_Rarely,No,5,4,2,1,10,10,0,0,2,2,3,8,2
1674,49,Female,Divorced,No,Travel_Rarely,Yes,16,3,1,4,17,2,2,2,2,2,2,3,4
1675,38,Female,Single,No,Travel_Frequently,No,2,3,1,1,4,4,3,3,3,3,2,3,4
1676,47,Female,Divorced,No,Travel_Rarely,No,2,4,4,6,29,3,2,1,2,2,3,4,2
1677,49,Male,Single,No,Travel_Rarely,No,1,3,4,4,23,8,7,0,0,2,2,4,2
1678,41,Male,Single,No,Travel_Rarely,Yes,23,2,3,3,21,2,0,0,2,2,3,8,2
1680,20,Male,Single,No,Travel_Rarely,No,9,1,1,1,2,2,2,0,2,3,3,9,2
1681,33,Female,Divorced,No,Non-Travel,Yes,16,3,2,1,7,6,5,1,2,2,3,8,2
1682,36,Male,Married,No,Travel_Rarely,No,26,4,2,6,10,3,2,0,2,2,2,1,2
1683,44,Female,Divorced,No,Travel_Rarely,Yes,1,3,1,4,8,2,2,2,2,2,1,2,2
1684,23,Male,Single,Yes,Travel_Rarely,Yes,8,1,1,1,5,5,4,1,2,2,2,3,4
1687,38,Female,Married,No,Travel_Rarely,No,4,2,1,7,7,0,0,0,0,5,2,3,4
1689,53,Male,Married,No,Travel_Rarely,No,24,4,3,3,11,4,3,1,2,2,2,1,4
1691,48,Female,Married,Yes,Travel_Frequently,Yes,7,2,1,2,19,9,7,7,7,3,3,9,4
1692,32,Male,Single,Yes,Travel_Rarely,No,2,4,1,1,1,1,0,0,0,2,2,3,2
1693,26,Male,Single,No,Non-Travel,No,7,3,1,1,7,7,7,5,7,5,2,3,4
1694,55,Male,Divorced,No,Travel_Rarely,No,22,3,1,5,8,4,2,1,2,1,2,7,6
1696,34,Male,Married,No,Travel_Rarely,No,5,2,2,1,15,15,10,4,13,3,2,3,4
1697,60,Male,Divorced,No,Travel_Rarely,No,1,4,3,3,19,1,0,0,0,2,2,1,4
1698,33,Male,Married,No,Travel_Rarely,No,21,3,1,1,14,14,11,2,13,6,2,3,4
1700,37,Male,Divorced,No,Travel_Frequently,No,1,4,2,1,6,6,3,1,3,2,3,8,4
1701,34,Female,Married,No,Travel_Rarely,No,19,3,1,1,10,10,9,8,7,3,2,7,2
1702,23,Male,Divorced,Yes,Travel_Rarely,Yes,7,3,1,1,3,3,2,0,2,2,3,9,2
1703,44,Female,Married,No,Travel_Rarely,Yes,2,3,3,1,9,8,7,6,7,2,2,1,2
1704,35,Male,Single,No,Travel_Frequently,Yes,2,4,1,0,6,5,4,1,4,2,2,7,4
1706,43,Male,Married,No,Travel_Rarely,Yes,2,3,2,1,10,10,9,8,8,3,3,8,4
1707,24,Male,Married,No,Travel_Rarely,No,9,3,1,1,5,5,3,0,4,1,2,7,4
1708,41,Male,Single,No,Travel_Rarely,No,6,3,3,1,10,10,8,8,7,3,3,8,3
1709,29,Female,Married,No,Travel_Rarely,No,9,4,1,9,9,5,3,1,2,2,2,3,4
1710,36,Female,Single,No,Travel_Rarely,No,2,4,2,3,17,13,7,6,7,2,3,9,2
1712,45,Male,Married,No,Non-Travel,No,1,1,3,3,25,23,15,14,4,3,2,1,2
1714,24,Male,Married,Yes,Travel_Rarely,No,22,1,1,1,1,1,0,0,0,2,1,2,1
1716,47,Male,Married,Yes,Travel_Frequently,No,9,3,4,7,25,23,5,14,10,3,3,8,2
1718,26,Male,Married,No,Travel_Rarely,No,17,4,1,1,3,3,2,0,2,3,2,3,4
1719,45,Female,Single,No,Travel_Rarely,No,28,2,4,1,21,21,6,8,6,2,2,6,6
1720,32,Male,Married,No,Travel_Frequently,No,10,3,1,6,10,5,2,1,3,3,2,7,2
1721,31,Male,Married,No,Travel_Rarely,No,2,4,1,1,6,5,2,0,3,2,2,3,2
1722,41,Male,Married,No,Non-Travel,No,4,3,2,6,10,3,2,1,2,4,1,2,1
1724,40,Female,Married,No,Travel_Rarely,Yes,8,2,2,2,18,1,0,0,0,3,2,5,2
1725,24,Male,Divorced,No,Travel_Rarely,No,29,1,1,1,6,6,2,1,2,2,2,3,4
1727,46,Male,Single,No,Travel_Rarely,No,13,4,2,6,19,10,7,0,9,3,2,1,2
1728,35,Male,Married,No,Travel_Rarely,No,27,4,2,2,17,7,7,0,7,3,2,5,2
1729,30,Male,Married,No,Travel_Rarely,No,16,1,1,1,10,10,0,0,8,2,2,7,2
1731,47,Male,Married,No,Non-Travel,No,2,4,2,7,4,1,0,0,0,3,3,8,3
1732,46,Male,Divorced,No,Travel_Rarely,Yes,2,3,3,4,13,10,6,0,3,5,3,8,2
1733,36,Male,Divorced,Yes,Travel_Rarely,Yes,13,5,2,5,16,2,2,2,2,3,3,8,3
1734,32,Male,Single,Yes,Travel_Rarely,No,1,2,2,6,10,0,0,0,0,2,3,8,2
1735,23,Female,Single,No,Travel_Rarely,No,4,1,1,1,3,3,2,1,2,3,2,3,4
1736,31,Female,Single,No,Travel_Frequently,No,24,1,2,2,9,5,4,1,4,3,2,5,6
1737,39,Male,Married,No,Non-Travel,Yes,1,3,2,1,9,9,8,5,8,2,2,3,2
1739,32,Male,Married,No,Travel_Rarely,No,19,3,3,3,10,4,3,0,2,2,3,8,2
1740,40,Male,Single,No,Travel_Rarely,No,7,4,5,1,21,21,8,12,8,3,3,4,4
1744,45,Female,Married,No,Travel_Rarely,No,4,3,3,4,9,5,0,0,3,2,1,2,2
1745,30,Female,Single,No,Travel_Frequently,No,2,4,1,0,10,9,7,0,7,2,2,7,6
1746,24,Male,Married,No,Travel_Frequently,No,10,3,1,0,3,2,2,2,1,2,1,2,4
1747,30,Female,Divorced,Yes,Travel_Frequently,No,8,3,1,6,6,4,2,1,2,0,1,2,1
1749,31,Male,Married,No,Travel_Rarely,No,5,3,2,1,6,5,2,0,2,3,3,8,6
1751,27,Female,Single,No,Travel_Rarely,No,8,3,1,1,6,6,2,1,4,5,2,7,4
1752,29,Female,Single,Yes,Travel_Rarely,No,9,3,1,1,2,2,2,2,2,3,3,9,3
1753,29,Male,Single,No,Travel_Frequently,Yes,1,3,2,8,10,3,2,0,2,5,2,1,2
1754,30,Male,Divorced,No,Travel_Rarely,No,15,2,3,2,12,7,7,1,7,2,3,8,3
1755,34,Male,Married,No,Travel_Rarely,Yes,2,4,1,0,6,5,0,1,2,3,2,7,4
1756,33,Female,Single,No,Non-Travel,No,2,3,2,8,13,11,7,1,7,2,3,8,3
1757,49,Female,Single,No,Travel_Rarely,No,11,4,2,3,8,5,1,0,4,1,3,8,3
1758,33,Female,Single,Yes,Travel_Rarely,Yes,16,3,3,2,11,0,0,0,0,2,3,8,2
1760,38,Female,Married,No,Travel_Frequently,No,2,2,1,4,9,6,1,0,5,4,2,3,4
1761,31,Male,Married,Yes,Travel_Rarely,No,16,4,3,2,10,1,0,0,0,2,3,8,3
1762,29,Female,Divorced,No,Travel_Rarely,No,4,3,1,1,1,1,0,0,0,2,2,7,6
1763,30,Male,Married,No,Travel_Rarely,No,16,3,2,3,10,7,0,1,7,3,2,1,2
1764,32,Male,Single,No,Non-Travel,No,5,4,1,2,12,7,7,0,7,3,2,7,6
1766,38,Male,Married,No,Travel_Rarely,Yes,18,3,2,3,15,1,0,1,0,2,2,1,4
1767,43,Male,Married,Yes,Travel_Frequently,Yes,17,3,1,9,6,1,0,0,0,4,2,7,6
1768,42,Male,Divorced,No,Travel_Rarely,No,12,3,1,8,7,5,3,0,4,6,2,3,4
1770,55,Male,Married,No,Travel_Rarely,No,2,3,5,8,34,1,0,0,0,2,2,6,4
1771,33,Male,Divorced,No,Non-Travel,No,4,3,2,5,11,9,8,1,7,2,2,7,6
1772,41,Male,Divorced,No,Travel_Rarely,No,9,4,1,1,5,5,3,0,4,2,2,3,2
1774,34,Male,Divorced,No,Non-Travel,Yes,10,3,2,1,15,15,14,0,7,3,3,8,2
1775,53,Female,Married,No,Non-Travel,Yes,1,4,4,4,27,3,2,0,2,2,2,5,4
1778,43,Male,Single,No,Travel_Rarely,No,2,3,1,0,10,9,7,1,8,5,1,2,2
1779,34,Female,Single,No,Travel_Rarely,No,3,2,2,5,6,2,2,2,2,3,3,8,2
1780,21,Male,Single,Yes,Travel_Rarely,No,7,1,1,1,1,1,0,1,0,3,3,9,3
1782,38,Female,Married,No,Travel_Rarely,No,6,2,1,1,5,5,4,0,4,3,2,3,5
1783,22,Female,Married,Yes,Travel_Rarely,Yes,8,1,1,1,1,1,0,0,0,6,2,3,4
1784,31,Female,Married,No,Travel_Rarely,No,29,4,2,1,13,12,7,5,7,3,3,8,3
1786,51,Female,Married,No,Travel_Rarely,No,3,3,3,2,15,2,2,2,2,2,2,4,6
1787,37,Male,Married,No,Travel_Rarely,No,9,2,2,1,5,5,2,0,3,2,3,8,3
1789,46,Male,Divorced,No,Travel_Rarely,Yes,2,4,5,7,24,2,1,2,2,3,2,6,4
1790,36,Male,Married,No,Travel_Rarely,Yes,10,3,3,7,15,12,8,5,7,1,2,1,2
1792,44,Male,Divorced,Yes,Travel_Frequently,Yes,1,2,1,1,6,5,3,2,3,2,2,7,4
1794,37,Male,Divorced,No,Travel_Rarely,No,8,2,2,2,19,10,0,4,7,4,1,2,5
1797,35,Male,Single,Yes,Travel_Rarely,Yes,27,3,2,1,10,10,7,7,7,2,3,8,2
1798,33,Male,Married,No,Travel_Rarely,No,8,4,1,6,14,10,8,7,6,1,2,7,2
1799,28,Male,Married,No,Travel_Rarely,No,1,3,1,1,5,5,3,0,3,6,2,7,2
1800,39,Male,Single,No,Travel_Rarely,No,10,1,3,7,9,4,3,2,2,3,2,6,4
1801,46,Male,Single,No,Non-Travel,No,26,2,2,8,6,2,2,2,2,3,3,8,2
1802,40,Female,Married,No,Travel_Rarely,No,2,2,1,4,7,4,3,0,2,5,2,3,2
1803,42,Male,Married,No,Travel_Rarely,No,13,3,2,5,10,0,0,0,0,2,2,1,4
1804,35,Male,Divorced,No,Non-Travel,No,2,2,2,2,15,7,7,1,7,6,2,5,4
1805,38,Male,Divorced,No,Non-Travel,No,2,3,1,5,13,11,10,3,8,3,1,2,1
1807,34,Male,Married,Yes,Travel_Frequently,No,9,4,2,4,11,7,1,0,7,3,2,3,2
1809,37,Male,Single,Yes,Travel_Rarely,No,10,4,2,1,10,10,3,0,8,4,2,5,4
1812,39,Male,Divorced,No,Travel_Frequently,No,20,3,2,2,7,2,1,2,2,6,3,8,2
1813,43,Male,Single,No,Non-Travel,No,9,3,1,4,7,3,2,1,2,2,2,7,2
1814,41,Male,Single,No,Travel_Rarely,No,5,3,2,3,11,3,2,1,2,3,2,1,2
1815,41,Female,Divorced,No,Travel_Rarely,Yes,4,1,3,0,23,22,14,13,5,3,3,8,3
1816,30,Female,Single,No,Travel_Rarely,No,10,3,3,9,9,7,7,0,2,3,2,5,4
1818,26,Female,Married,Yes,Travel_Rarely,Yes,20,2,1,0,6,5,1,1,4,3,1,2,4
1821,46,Female,Married,Yes,Travel_Rarely,No,21,2,2,4,13,9,7,3,7,2,2,1,4
1822,40,Female,Divorced,No,Travel_Rarely,No,1,3,2,4,12,5,3,0,3,3,2,1,2
1823,34,Male,Married,No,Travel_Rarely,No,8,2,2,1,10,10,8,4,8,5,3,8,6
1824,58,Male,Divorced,No,Non-Travel,No,2,3,4,4,37,16,9,14,14,0,3,4,4
1826,35,Male,Married,No,Travel_Rarely,No,23,4,1,0,6,5,4,0,3,2,2,3,4
1827,47,Female,Divorced,No,Travel_Rarely,Yes,4,3,3,8,28,22,11,14,10,4,2,5,2
1829,40,Female,Divorced,No,Travel_Rarely,No,12,3,2,2,15,7,4,7,7,3,2,1,2
1830,54,Female,Married,No,Travel_Rarely,No,7,4,2,4,14,7,1,1,7,2,2,7,4
1833,31,Female,Married,No,Travel_Frequently,No,7,4,3,2,9,3,2,2,2,3,3,8,3
1834,28,Female,Married,No,Travel_Rarely,No,1,3,1,1,3,3,2,1,2,3,2,7,4
1835,38,Female,Married,No,Travel_Rarely,Yes,2,4,2,2,20,4,2,0,3,4,3,9,3
1836,26,Male,Single,No,Travel_Rarely,No,10,3,2,1,5,5,3,1,2,4,3,8,4
1837,58,Male,Married,No,Travel_Frequently,Yes,15,4,4,2,23,2,2,2,2,3,2,6,2
1839,18,Female,Single,No,Non-Travel,No,14,3,1,1,0,0,0,0,0,4,2,7,4
1842,31,Male,Married,Yes,Travel_Rarely,No,18,5,1,0,2,1,0,0,0,4,1,2,1
1844,29,Male,Divorced,Yes,Travel_Rarely,Yes,13,3,1,4,4,2,2,2,0,3,1,2,1
1845,45,Female,Married,No,Non-Travel,No,2,4,2,4,10,8,7,5,7,3,3,8,2
1847,36,Female,Married,No,Travel_Rarely,Yes,2,4,2,4,15,1,0,0,0,2,2,7,5
1849,43,Male,Married,No,Travel_Frequently,No,2,4,2,1,7,7,7,7,7,5,3,8,2
1850,27,Female,Single,No,Travel_Frequently,Yes,5,2,1,0,6,5,4,0,2,3,2,3,2
1852,29,Male,Married,No,Travel_Frequently,No,20,1,1,1,11,11,8,3,10,3,2,3,4
1853,32,Male,Single,No,Travel_Frequently,No,10,4,2,8,4,0,0,0,0,2,3,8,3
1854,42,Male,Married,No,Non-Travel,No,10,4,1,3,10,6,3,3,3,1,2,7,6
1856,47,Female,Single,No,Travel_Rarely,No,9,4,1,4,7,2,2,2,0,2,2,3,2
1857,46,Male,Divorced,No,Travel_Rarely,No,2,2,3,3,12,9,8,4,7,4,2,5,2
1858,28,Male,Divorced,No,Non-Travel,No,1,2,1,1,3,3,2,2,2,2,1,2,2
1859,29,Male,Divorced,No,Travel_Rarely,No,29,1,2,8,11,7,0,1,6,3,2,1,2
1860,42,Male,Single,No,Travel_Rarely,No,8,3,1,4,8,0,0,0,0,3,2,3,2
1862,32,Male,Single,Yes,Travel_Rarely,Yes,2,4,2,7,7,2,2,2,2,3,3,8,3
1863,46,Female,Divorced,No,Travel_Rarely,No,3,3,4,2,25,19,17,2,8,5,3,8,6
1864,27,Female,Married,No,Travel_Rarely,No,23,1,2,1,9,9,8,5,8,5,3,9,4
1865,29,Male,Married,No,Travel_Rarely,No,6,1,1,1,1,1,0,0,0,3,1,2,4
1866,43,Female,Married,No,Travel_Rarely,No,6,3,5,7,21,16,12,6,14,2,2,4,4
1867,48,Male,Married,No,Travel_Rarely,No,10,3,5,4,29,22,10,12,9,3,2,6,2
1868,29,Male,Single,Yes,Travel_Frequently,Yes,24,2,1,1,1,1,0,1,0,3,2,7,2
1869,46,Female,Married,Yes,Travel_Rarely,No,10,3,3,5,14,8,7,0,7,2,3,8,2
1870,27,Female,Married,No,Travel_Frequently,No,15,3,1,0,8,7,6,7,3,2,2,7,2
1871,39,Male,Divorced,No,Travel_Rarely,No,19,4,2,8,7,2,2,2,2,2,2,7,5
1873,55,Male,Married,No,Travel_Rarely,No,2,4,1,8,19,5,2,0,4,2,2,7,6
1875,28,Female,Married,No,Travel_Rarely,No,3,3,1,1,1,1,0,0,0,3,3,9,4
1876,30,Male,Single,Yes,Travel_Rarely,No,9,3,1,1,1,1,0,0,0,3,3,9,4
1878,22,Male,Single,Yes,Travel_Rarely,Yes,7,1,1,1,1,1,0,0,0,2,2,7,2
1880,36,Female,Married,No,Travel_Rarely,Yes,10,4,2,1,10,10,9,1,7,4,3,8,6
1881,31,Male,Divorced,No,Travel_Rarely,No,20,3,2,1,10,10,8,0,2,2,2,3,2
1882,34,Male,Married,No,Travel_Rarely,Yes,4,3,3,2,9,5,3,1,0,3,3,8,2
1883,29,Male,Single,No,Travel_Rarely,No,7,3,1,3,11,3,2,1,2,2,2,3,2
1885,37,Male,Married,No,Travel_Rarely,Yes,7,4,2,5,16,5,3,0,4,2,2,7,4
1886,35,Female,Married,No,Travel_Rarely,Yes,16,2,2,0,4,3,2,0,2,2,2,5,5
1888,45,Female,Married,No,Travel_Rarely,No,25,2,2,0,10,9,8,3,8,2,2,5,2
1890,36,Male,Single,No,Travel_Frequently,No,2,1,2,1,10,10,1,0,8,2,1,2,1
1892,40,Male,Divorced,No,Travel_Rarely,No,1,4,4,2,22,19,7,11,16,3,2,4,2
1893,26,Female,Married,No,Travel_Rarely,Yes,1,2,1,1,1,1,0,1,0,3,2,7,2
1898,27,Female,Single,No,Travel_Rarely,No,2,2,2,0,9,8,7,0,7,5,3,8,4
1900,48,Female,Divorced,No,Travel_Frequently,No,22,3,4,3,24,22,17,4,7,3,2,4,4
1903,44,Male,Married,No,Travel_Rarely,No,1,4,2,2,10,2,0,2,2,5,2,1,2
1905,34,Male,Married,Yes,Non-Travel,Yes,16,4,1,1,5,5,2,3,0,2,2,7,6
1907,56,Male,Single,Yes,Travel_Rarely,No,24,2,1,1,5,4,2,1,0,3,2,3,2
1908,36,Male,Married,No,Travel_Rarely,No,17,2,2,2,12,4,2,1,3,1,3,8,3
1909,41,Female,Married,No,Travel_Rarely,No,8,3,2,5,14,5,4,1,4,3,3,8,3
1911,42,Male,Married,No,Travel_Rarely,No,6,3,3,9,18,13,7,5,7,3,2,6,4
1912,31,Female,Divorced,No,Travel_Rarely,Yes,10,2,2,2,8,5,2,1,4,2,3,8,4
1915,34,Female,Married,No,Travel_Rarely,Yes,3,1,2,3,9,4,2,0,1,3,3,8,4
1916,31,Female,Divorced,No,Travel_Rarely,No,4,3,1,8,4,2,2,2,2,0,2,3,4
1918,26,Male,Married,No,Travel_Frequently,No,6,3,1,0,8,7,7,7,7,3,2,3,5
1922,45,Male,Single,No,Travel_Frequently,No,1,4,2,4,12,4,2,0,3,3,2,1,4
1924,33,Male,Single,No,Travel_Rarely,No,10,4,2,1,10,10,4,0,9,2,3,8,3
1927,28,Male,Married,No,Travel_Frequently,Yes,1,2,2,1,7,7,7,0,7,2,3,8,2
1928,29,Male,Single,Yes,Travel_Frequently,No,24,3,1,1,1,1,0,0,0,3,3,9,6
